transaction_id,product_id,customer_id,transaction_date,comparison date,recency (days),online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,
1434,79,2312,29/04/2017,30/12/2017,245,TRUE,Approved,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,04/08/2007,$737.57,F,72,10/08/1979,Assistant Manager,Manufacturing,Mass Customer,N,No,18,
1435,21,1681,08/12/2017,30/12/2017,22,FALSE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,03/03/2014,"$1,103.43",M,78,07/12/1979,0,Health,High Net Worth,N,Yes,6,
1436,30,2938,12/06/2017,30/12/2017,201,TRUE,Approved,Solex,Standard,high,medium,$748.17,$448.90,11/04/2015,$299.27,M,79,21/02/2000,Assistant Manager,Argiculture,Affluent Customer,N,No,2,
1437,53,1992,27/02/2017,30/12/2017,306,FALSE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,12/04/2009,$693.76,F,28,21/10/1995,Web Developer I,Manufacturing,Mass Customer,N,Yes,3,
1438,38,2969,19/12/2017,30/12/2017,11,FALSE,Approved,Solex,Standard,medium,medium,"$1,577.53",$826.51,19/03/2008,$751.02,M,12,05/11/1974,Database Administrator IV,n/a,Mass Customer,N,Yes,6,
1439,48,2858,21/08/2017,30/12/2017,131,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,14/11/2016,$812.44,M,4,09/01/2002,Recruiting Manager,n/a,Mass Customer,N,Yes,1,
1440,26,2574,24/10/2017,30/12/2017,67,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,992.93",$762.63,26/05/1993,"$1,230.30",M,73,21/12/1979,0,Manufacturing,Mass Customer,N,No,4,
1441,43,1370,21/10/2017,30/12/2017,70,TRUE,Approved,Solex,Standard,medium,medium,"$1,151.96",$649.49,04/12/1999,$502.47,F,44,23/10/1986,Computer Systems Analyst IV,Property,Mass Customer,N,No,18,
1442,5,110,19/01/2017,30/12/2017,345,TRUE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,29/08/2011,$114.93,M,23,31/07/2000,0,Financial Services,Affluent Customer,N,No,1,
1443,4,3273,03/02/2017,30/12/2017,330,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,18/03/2003,$451.65,F,72,17/05/1978,General Manager,Entertainment,Mass Customer,N,No,11,
1444,83,901,09/10/2017,30/12/2017,82,TRUE,Approved,Solex,Touring,medium,large,"$2,083.94",$675.03,26/07/1999,"$1,408.91",F,13,27/04/1975,0,Retail,Mass Customer,N,Yes,16,
1445,32,1244,14/11/2017,30/12/2017,46,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,22/03/2002,$431.33,U,80,00/01/1900,Financial Analyst,Financial Services,Mass Customer,N,Yes,0,
1446,54,249,19/06/2017,30/12/2017,194,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,21/05/2015,"$1,028.76",M,65,13/09/1992,Quality Control Specialist,IT,High Net Worth,N,No,9,
1447,1,1783,10/11/2017,30/12/2017,50,TRUE,Approved,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,14/11/2016,$448.68,M,55,30/07/1995,0,Retail,Mass Customer,N,Yes,7,
1448,10,736,19/12/2017,30/12/2017,11,FALSE,Approved,Solex,Standard,medium,medium,"$1,945.43",$333.18,31/08/2002,"$1,612.25",M,41,24/05/1974,Help Desk Operator,n/a,High Net Worth,N,No,8,
1449,1,173,03/01/2017,30/12/2017,361,TRUE,Approved,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,25/08/1997,$448.68,F,99,02/01/1997,General Manager,Health,Affluent Customer,N,No,1,
1450,49,2611,01/07/2017,30/12/2017,182,FALSE,Approved,Trek Bicycles,Road,medium,medium,$533.51,$400.13,04/06/2012,$133.38,F,36,18/02/1991,Tax Accountant,Financial Services,Affluent Customer,N,No,9,
1451,44,2351,05/11/2017,30/12/2017,55,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,16/02/2003,"$1,660.88",F,35,15/03/1992,Assistant Professor,Retail,Affluent Customer,N,Yes,10,
1452,96,422,03/07/2017,30/12/2017,180,TRUE,Approved,WeareA2B,Road,low,small,"$1,172.78","$1,043.77",10/10/2002,$129.01,M,78,06/01/2002,0,Manufacturing,Affluent Customer,N,No,1,
1453,89,1612,24/10/2017,30/12/2017,67,TRUE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,07/06/2010,"$1,230.27",M,70,17/04/1987,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,22,
1454,1,2608,13/12/2017,30/12/2017,17,TRUE,Approved,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,09/08/2005,$448.68,F,44,05/11/1975,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,6,
1455,36,1761,03/09/2017,30/12/2017,118,FALSE,Approved,Solex,Standard,low,medium,$945.04,$507.58,10/05/1997,$437.46,F,96,29/08/1974,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14,
1456,65,1957,01/05/2017,30/12/2017,243,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,21/05/2015,"$1,028.76",M,1,19/09/1977,Accountant IV,Property,Affluent Customer,N,No,4,
1457,9,792,28/01/2017,30/12/2017,336,TRUE,Approved,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",11/10/1992,$133.78,M,10,19/11/1975,Structural Engineer,n/a,High Net Worth,N,Yes,4,
1458,1,3208,14/05/2017,30/12/2017,230,FALSE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,22/05/2006,"$1,010.02",F,53,06/02/1967,VP Marketing,n/a,High Net Worth,N,No,15,
1459,42,874,14/05/2017,30/12/2017,230,FALSE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",12/04/1993,$199.10,M,78,05/05/2001,0,Health,Mass Customer,N,Yes,1,
1460,7,163,06/07/2017,30/12/2017,177,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",19/12/1995,$144.26,F,58,06/09/1976,Librarian,Entertainment,High Net Worth,N,Yes,14,
1461,72,3468,26/03/2017,30/12/2017,279,FALSE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,06/12/2016,$90.10,M,4,24/10/1986,Associate Professor,n/a,Mass Customer,N,No,7,
1462,33,3101,06/10/2017,30/12/2017,85,TRUE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",19/03/2008,$199.10,M,68,27/08/1987,Geological Engineer,Manufacturing,High Net Worth,N,No,12,
1463,21,1957,05/08/2017,30/12/2017,147,TRUE,Approved,Solex,Standard,medium,large,"$1,071.23",$380.74,05/04/1996,$690.49,M,1,19/09/1977,Accountant IV,Property,Affluent Customer,N,No,4,
1464,75,1477,14/10/2017,30/12/2017,77,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,10/10/2014,"$1,010.02",U,42,00/01/1900,Actuary,Financial Services,Mass Customer,N,Yes,0,
1465,7,1659,20/05/2017,30/12/2017,224,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",16/03/2011,$144.26,F,75,14/11/1989,Software Consultant,Property,High Net Worth,N,Yes,13,
1466,69,1700,24/08/2017,30/12/2017,128,FALSE,Approved,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,10/08/2015,$445.21,F,28,18/09/1969,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14,
1467,89,1894,27/08/2017,30/12/2017,125,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,02/02/2006,"$1,230.27",M,86,01/04/1976,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17,
1468,1,257,16/09/2017,30/12/2017,105,TRUE,Approved,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,02/12/2012,$448.68,F,70,08/02/1966,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19,
1469,93,325,13/05/2017,30/12/2017,231,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,29/03/2016,$834.94,F,98,26/09/1971,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17,
1470,55,1104,19/12/2017,30/12/2017,11,FALSE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,21/07/2003,"$1,295.43",F,82,31/12/1959,Programmer III,Retail,Mass Customer,N,No,8,
1471,0,1647,18/05/2017,30/12/2017,226,FALSE,Approved,Trek Bicycles,Road,medium,medium,$533.51,$400.13,09/02/1997,$133.38,F,21,09/09/1977,0,Financial Services,High Net Worth,N,Yes,17,
1472,27,2715,27/06/2017,30/12/2017,186,TRUE,Approved,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,23/06/1999,$110.81,M,27,14/11/1962,Civil Engineer,Manufacturing,Affluent Customer,N,No,11,
1473,20,1016,20/02/2017,30/12/2017,313,TRUE,Approved,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",07/05/2011,$195.34,M,0,12/08/1959,Legal Assistant,IT,Mass Customer,N,Yes,17,
1474,41,1611,05/10/2017,30/12/2017,86,FALSE,Approved,Norco Bicycles,Standard,low,medium,$958.74,$748.90,05/04/1996,$209.84,M,93,22/11/1971,Developer IV,Health,High Net Worth,N,Yes,13,
1475,12,2629,17/06/2017,30/12/2017,196,TRUE,Cancelled,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,25/07/2004,"$1,055.82",F,60,13/08/1976,Engineer IV,Entertainment,High Net Worth,N,No,19,
1476,31,1939,13/06/2017,30/12/2017,200,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,16/03/2011,$57.73,M,81,03/05/1992,Safety Technician I,n/a,Mass Customer,N,Yes,8,
1477,13,1699,03/09/2017,30/12/2017,118,FALSE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,07/12/2005,$574.62,M,33,08/05/1958,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8,
1478,30,2954,14/12/2017,30/12/2017,16,TRUE,Approved,Solex,Standard,high,medium,$748.17,$448.90,10/11/1991,$299.27,F,23,24/03/1974,Pharmacist,Health,Mass Customer,N,No,16,
1479,57,1554,06/09/2017,30/12/2017,115,TRUE,Approved,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,09/09/1994,"$1,630.25",M,83,12/08/1994,Assistant Manager,Retail,Affluent Customer,N,No,3,
1480,25,2711,28/10/2017,30/12/2017,63,TRUE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,04/02/2016,$709.34,M,52,31/08/1970,Biostatistician II,Health,Affluent Customer,N,No,6,
1481,31,2461,23/04/2017,30/12/2017,251,TRUE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,M,89,12/06/1976,Speech Pathologist,n/a,Affluent Customer,N,No,17,
1482,57,2999,16/01/2017,30/12/2017,348,FALSE,Approved,WeareA2B,Touring,medium,large,"$1,890.39",$260.14,24/08/2011,"$1,630.25",U,28,00/01/1900,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,0,
1483,99,2702,11/12/2017,30/12/2017,19,TRUE,Approved,OHM Cycles,Standard,medium,medium,"$1,227.34",$770.89,06/05/1991,$456.45,F,34,30/11/1976,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11,
1484,36,1591,12/06/2017,30/12/2017,201,FALSE,Approved,Solex,Standard,low,medium,$945.04,$507.58,02/02/2006,$437.46,M,4,14/09/1976,Operator,Manufacturing,Mass Customer,N,Yes,14,
1485,63,1461,12/12/2017,30/12/2017,18,FALSE,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,11/04/2015,"$1,383.61",M,71,04/01/1957,0,Retail,Mass Customer,N,Yes,9,
1486,69,85,18/01/2017,30/12/2017,346,TRUE,Approved,Giant Bicycles,Road,medium,medium,$792.90,$594.68,02/10/1992,$198.22,M,1,21/05/1958,Analyst Programmer,n/a,Mass Customer,N,No,8,
1487,24,604,13/05/2017,30/12/2017,231,TRUE,Approved,Solex,Road,medium,large,"$1,777.80",$820.78,07/05/2011,$957.02,F,72,10/02/1998,Help Desk Operator,IT,Affluent Customer,N,No,3,
1488,1,695,19/06/2017,30/12/2017,194,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,22/05/2006,"$1,010.02",M,36,30/11/1977,Engineer II,Health,High Net Worth,N,No,11,
1489,83,1601,15/08/2017,30/12/2017,137,TRUE,Approved,Solex,Touring,medium,large,"$2,083.94",$675.03,16/09/2013,"$1,408.91",F,45,11/02/1993,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1,
1490,53,251,05/11/2017,30/12/2017,55,TRUE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,24/08/2011,$693.76,F,88,24/12/1977,VP Sales,Financial Services,Affluent Customer,N,Yes,10,
1491,79,1081,18/12/2017,30/12/2017,12,TRUE,Approved,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,09/09/2003,$737.57,F,25,21/10/1985,Social Worker,Health,Mass Customer,N,No,16,
1492,0,1623,28/12/2017,30/12/2017,2,FALSE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,21/01/1991,$45.96,F,29,24/12/1997,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2,
1493,64,244,19/06/2017,30/12/2017,194,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,18/05/2012,$872.89,M,57,25/11/1974,0,Retail,Affluent Customer,N,No,8,
1494,67,3219,26/04/2017,30/12/2017,248,FALSE,Approved,Norco Bicycles,Road,medium,medium,$544.05,$376.84,22/10/2005,$167.21,F,94,06/01/1998,Web Developer III,Financial Services,Mass Customer,N,No,3,
1495,86,3330,03/08/2017,30/12/2017,149,TRUE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,03/11/2000,$110.56,F,70,06/11/1955,0,Health,Mass Customer,N,Yes,18,
1496,93,2755,02/12/2017,30/12/2017,28,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,10/09/2003,$834.94,F,66,28/07/1999,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1,
1497,51,2346,08/04/2017,30/12/2017,266,TRUE,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",12/04/1993,$802.26,M,89,16/09/1979,Information Systems Manager,n/a,Mass Customer,N,Yes,4,
1498,53,2358,27/12/2017,30/12/2017,3,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,08/03/2009,$509.97,M,26,01/05/1959,Senior Sales Associate,Retail,High Net Worth,N,Yes,15,
1499,45,1942,27/07/2017,30/12/2017,156,FALSE,Approved,Trek Bicycles,Road,low,medium,$980.37,$234.43,28/09/2004,$745.94,M,0,08/01/1987,Programmer Analyst II,Financial Services,High Net Worth,N,No,19,
1500,12,3371,18/08/2017,30/12/2017,134,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,17/08/2004,"$1,069.55",F,56,30/10/1977,Analyst Programmer,Retail,Mass Customer,N,No,17,
1501,52,2457,15/01/2017,30/12/2017,349,FALSE,Approved,Solex,Road,medium,large,"$1,777.80",$820.78,22/11/2016,$957.02,M,70,12/04/1975,Developer IV,IT,High Net Worth,N,Yes,15,
1502,71,1063,24/04/2017,30/12/2017,250,TRUE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",10/01/2011,$737.17,M,22,01/03/1987,Actuary,Financial Services,Affluent Customer,N,Yes,13,
1503,34,2167,07/04/2017,30/12/2017,267,FALSE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,18/03/2003,$309.81,F,31,11/07/1997,Librarian,Entertainment,Mass Customer,N,No,1,
1504,84,2382,10/05/2017,30/12/2017,234,TRUE,Approved,Trek Bicycles,Road,medium,medium,$290.62,$215.14,05/01/2003,$75.48,M,79,05/07/1971,Accounting Assistant III,Retail,Mass Customer,N,Yes,4,
1505,97,337,18/01/2017,30/12/2017,346,FALSE,Approved,OHM Cycles,Road,medium,medium,$742.54,$667.40,09/07/2016,$75.14,F,67,08/10/1979,Statistician IV,Argiculture,High Net Worth,N,Yes,12,
1506,77,3438,12/03/2017,30/12/2017,293,TRUE,Approved,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,03/11/2000,$445.21,M,11,16/02/1996,Project Manager,Manufacturing,Mass Customer,N,No,2,
1507,3,2985,26/05/2017,30/12/2017,218,TRUE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,28/09/2004,"$1,702.55",M,69,14/10/1986,Sales Representative,Retail,Affluent Customer,N,Yes,14,
1508,82,3290,11/08/2017,30/12/2017,141,TRUE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,23/06/1999,$709.34,M,22,18/09/1962,0,Manufacturing,High Net Worth,N,Yes,18,
1509,79,2065,30/04/2017,30/12/2017,244,FALSE,Approved,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,10/08/2015,$737.57,M,66,13/03/1978,Technical Writer,Retail,Mass Customer,N,Yes,12,
1510,34,345,29/04/2017,30/12/2017,245,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,09/11/1996,"$1,069.55",F,74,03/02/1989,Senior Sales Associate,Health,High Net Worth,N,Yes,17,
1511,34,1205,16/01/2017,30/12/2017,348,TRUE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,18/03/2003,$309.81,M,38,05/06/1978,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13,
1512,48,461,08/10/2017,30/12/2017,83,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,10/04/2012,$812.44,F,19,09/10/1979,Social Worker,Health,Mass Customer,N,Yes,14,
1513,7,1326,24/01/2017,30/12/2017,340,TRUE,Approved,Trek Bicycles,Road,low,medium,$980.37,$234.43,16/04/2011,$745.94,M,15,23/02/1966,Biostatistician III,Health,Affluent Customer,N,Yes,5,
1514,34,1171,23/08/2017,30/12/2017,129,FALSE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,10/04/2012,$309.81,F,32,15/08/1971,Human Resources Manager,n/a,Affluent Customer,N,Yes,8,
1515,38,3228,28/04/2017,30/12/2017,246,TRUE,Approved,Solex,Standard,medium,medium,"$1,577.53",$826.51,16/03/2011,$751.02,F,36,16/08/1964,Social Worker,Health,Mass Customer,N,No,13,
1516,56,1140,10/12/2017,30/12/2017,20,FALSE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,20/07/1993,$45.96,F,32,25/02/1986,Executive Secretary,n/a,Mass Customer,N,Yes,13,
1517,49,339,02/11/2017,30/12/2017,58,TRUE,Approved,Trek Bicycles,Road,medium,medium,$533.51,$400.13,04/10/1997,$133.38,F,56,11/01/1980,Human Resources Manager,Health,Mass Customer,N,No,12,
1518,39,2550,03/12/2017,30/12/2017,27,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,12/04/1993,"$1,230.27",M,34,12/08/1997,Pharmacist,Health,Mass Customer,N,Yes,4,
1519,89,1028,10/07/2017,30/12/2017,173,FALSE,Approved,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,16/03/2011,"$1,230.27",M,10,11/08/1999,Project Manager,n/a,High Net Worth,N,No,1,
1520,0,453,05/06/2017,30/12/2017,208,TRUE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,06/12/2016,$90.10,U,81,00/01/1900,Assistant Professor,IT,High Net Worth,N,No,0,
1521,0,2114,08/07/2017,30/12/2017,175,TRUE,Approved,Trek Bicycles,Road,medium,medium,$290.62,$215.14,18/12/2004,$75.48,M,78,29/11/1954,Safety Technician III,Argiculture,High Net Worth,N,No,19,
1522,36,1559,28/04/2017,30/12/2017,246,FALSE,Approved,Solex,Standard,low,medium,"$1,289.85",$74.51,04/06/2012,"$1,215.34",M,63,14/10/1975,0,Health,High Net Worth,N,Yes,12,
1523,90,2933,26/09/2017,30/12/2017,95,FALSE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/09/2003,$72.60,M,61,19/04/1986,Administrative Officer,Retail,Affluent Customer,N,Yes,6,
1524,31,2151,05/05/2017,30/12/2017,239,,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,M,9,23/10/1986,0,Entertainment,Affluent Customer,N,No,6,
1525,62,909,12/04/2017,30/12/2017,262,FALSE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,02/10/1993,$409.86,F,77,04/01/1960,Operator,n/a,High Net Worth,N,Yes,8,
1526,75,286,28/07/2017,30/12/2017,155,FALSE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,10/07/1991,"$1,010.02",M,99,01/08/1989,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11,
1527,54,559,24/12/2017,30/12/2017,6,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,20/08/2010,"$1,028.76",F,39,05/03/1988,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16,
1528,87,3017,15/04/2017,30/12/2017,259,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,25/08/1997,$471.60,M,88,05/10/1955,Operator,Financial Services,Affluent Customer,N,No,7,
1529,59,1477,18/03/2017,30/12/2017,287,TRUE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,24/08/2011,$327.98,U,42,00/01/1900,Actuary,Financial Services,Mass Customer,N,Yes,0,
1530,68,1210,13/12/2017,30/12/2017,17,TRUE,Approved,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,20/08/2010,"$1,592.19",U,81,00/01/1900,Programmer II,IT,Mass Customer,N,No,0,
1531,55,3340,08/09/2017,30/12/2017,113,FALSE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,21/07/2003,"$1,295.43",M,61,29/09/1991,Physical Therapy Assistant,n/a,Mass Customer,N,No,2,
1532,28,3204,17/11/2017,30/12/2017,43,FALSE,Approved,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",05/05/2010,$133.78,F,51,26/11/1994,Media Manager III,Health,Mass Customer,N,Yes,4,
1533,87,3319,26/06/2017,30/12/2017,187,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,25/08/1997,$471.60,F,67,04/04/1966,0,Financial Services,Affluent Customer,N,Yes,19,
1534,35,3004,30/04/2017,30/12/2017,244,TRUE,Approved,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,16/03/2011,$903.11,M,82,20/02/1955,Research Assistant II,Health,Mass Customer,N,Yes,16,
1535,35,1458,26/02/2017,30/12/2017,307,FALSE,Approved,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,12/07/1994,$903.11,M,40,22/10/1956,Account Representative IV,Telecommunications,Affluent Customer,N,No,11,
1536,0,1290,16/11/2017,30/12/2017,44,TRUE,Approved,Giant Bicycles,Standard,medium,large,$569.56,$528.43,16/01/2004,$41.13,M,49,08/08/1967,VP Marketing,Financial Services,High Net Worth,N,Yes,6,
1537,4,940,29/08/2017,30/12/2017,123,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,09/08/2005,$451.65,F,3,16/06/1987,Administrative Officer,Manufacturing,Mass Customer,N,No,9,
1538,51,93,12/10/2017,30/12/2017,79,FALSE,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",09/05/2011,$802.26,M,63,16/07/1976,Project Manager,Retail,Mass Customer,N,Yes,10,
1539,2,109,02/10/2017,30/12/2017,89,TRUE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,02/12/2012,$17.87,M,16,11/12/1978,Marketing Assistant,n/a,Affluent Customer,N,Yes,4,
1540,67,229,18/10/2017,30/12/2017,73,FALSE,Approved,Solex,Standard,medium,large,"$1,071.23",$380.74,05/04/1996,$690.49,M,30,06/03/1966,0,Property,High Net Worth,N,No,19,
1541,58,977,19/11/2017,30/12/2017,41,TRUE,Approved,OHM Cycles,Road,medium,medium,"$1,280.28",$829.51,25/11/2001,$450.77,F,65,30/11/1959,Staff Accountant III,n/a,High Net Worth,N,Yes,13,
1542,72,2797,16/10/2017,30/12/2017,75,FALSE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,25/07/2004,$90.10,F,6,10/09/1985,0,IT,Mass Customer,N,Yes,14,
1543,80,626,18/01/2017,30/12/2017,346,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,25/01/1997,$139.23,M,12,24/11/1992,Geological Engineer,Manufacturing,Mass Customer,N,No,2,
1544,79,2355,12/05/2017,30/12/2017,232,FALSE,Approved,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,25/08/1997,$737.57,M,87,19/12/1993,Operator,Manufacturing,Mass Customer,N,Yes,4,
1545,23,578,12/03/2017,30/12/2017,293,TRUE,Approved,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,10/05/2005,$817.36,F,72,24/01/1995,Web Developer I,n/a,High Net Worth,N,Yes,3,
1546,70,1134,01/05/2017,30/12/2017,243,TRUE,Approved,Trek Bicycles,Standard,high,medium,$495.72,$297.43,11/04/2015,$198.29,M,22,30/09/1994,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3,
1547,64,935,10/05/2017,30/12/2017,234,FALSE,Approved,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,25/01/1997,$872.89,M,76,12/09/1994,Marketing Manager,n/a,Mass Customer,N,Yes,3,
1548,75,2375,15/03/2017,30/12/2017,290,TRUE,Approved,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,22/05/2006,"$1,010.02",F,21,17/03/1987,Sales Representative,Retail,Affluent Customer,N,No,8,
1549,0,240,14/09/2017,30/12/2017,107,FALSE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,21/01/1991,$45.96,M,49,28/07/1989,Administrative Assistant III,IT,High Net Worth,N,Yes,15,
1550,8,1208,14/10/2017,30/12/2017,77,TRUE,Approved,Solex,Road,medium,small,"$1,703.52","$1,516.13",16/04/2011,$187.39,F,23,26/12/1983,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15,
1551,19,124,17/04/2017,30/12/2017,257,FALSE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,29/08/2011,$114.93,F,27,03/05/1995,Administrative Assistant II,Health,High Net Worth,N,Yes,5,
1552,30,1328,14/12/2017,30/12/2017,16,TRUE,Approved,Solex,Standard,high,medium,$748.17,$448.90,16/03/2011,$299.27,M,19,02/09/1981,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6,
1553,62,842,23/10/2017,30/12/2017,68,,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,09/11/1996,$409.86,M,59,16/08/1999,Compensation Analyst,Financial Services,High Net Worth,N,No,2,
1554,54,787,24/01/2017,30/12/2017,340,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,21/07/2003,"$1,279.40",F,29,15/12/1996,0,Retail,Affluent Customer,N,Yes,2,
1555,43,748,14/11/2017,30/12/2017,46,TRUE,Approved,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,09/09/2003,$737.57,F,51,21/04/1981,VP Marketing,Financial Services,High Net Worth,N,No,7,
